0,1.08442e+02
1,1.08436e+02
2,1.08429e+02
3,1.08434e+02
4,1.08440e+02
5,1.08449e+02
6,1.08437e+02
7,1.08417e+02
8,1.08411e+02
9,1.08429e+02
10,1.08438e+02
11,1.08447e+02
12,1.08445e+02
13,1.08446e+02
14,1.08448e+02
15,1.08449e+02
16,1.08449e+02
17,1.08429e+02
18,1.08415e+02
19,1.08424e+02
20,1.08429e+02
21,1.08439e+02
22,1.08436e+02
23,1.08444e+02
24,1.08452e+02
25,1.08445e+02
26,1.08453e+02
27,1.08454e+02
28,1.08457e+02
29,1.08457e+02
30,1.08440e+02
31,1.08421e+02
32,1.08407e+02
33,1.08390e+02
34,1.08389e+02
35,1.08389e+02
36,1.08378e+02
37,1.08401e+02
38,1.08404e+02
39,1.08392e+02
40,1.08404e+02
41,1.08414e+02
42,1.08424e+02
43,1.08433e+02
44,1.08442e+02
45,1.08447e+02
46,1.08453e+02
47,1.08449e+02
48,1.08452e+02
49,1.08446e+02
50,1.08458e+02
51,1.08446e+02
52,1.08433e+02
53,1.08423e+02
54,1.08417e+02
55,1.08431e+02
56,1.08431e+02
57,1.08435e+02
58,1.08436e+02
59,1.08447e+02
60,1.10127e+02
61,1.10483e+02
62,1.10599e+02
63,1.10608e+02
64,1.09962e+02
65,1.10219e+02
66,1.10299e+02
67,1.10326e+02
68,1.10341e+02
69,1.10351e+02
70,1.10354e+02
71,1.10360e+02
72,1.10352e+02
73,1.10337e+02
74,1.10264e+02
75,1.10233e+02
76,1.10222e+02
77,1.10229e+02
78,1.10242e+02
79,1.10252e+02
80,1.10250e+02
81,1.10257e+02
82,1.10258e+02
83,1.10259e+02
84,1.10261e+02
85,1.10260e+02
86,1.10263e+02
87,1.10259e+02
88,1.10256e+02
89,1.10252e+02
90,1.10248e+02
91,1.10247e+02
92,1.10242e+02
93,1.10236e+02
94,1.10238e+02
95,1.10236e+02
96,1.10230e+02
97,1.10230e+02
98,1.10235e+02
99,1.10240e+02
100,1.10242e+02
101,1.10246e+02
102,1.10244e+02
103,1.10240e+02
104,1.10242e+02
105,1.10243e+02
106,1.10245e+02
107,1.10241e+02
108,1.10238e+02
109,1.10240e+02
110,1.10242e+02
111,1.10247e+02
112,1.10248e+02
113,1.10249e+02
114,1.10258e+02
115,1.10247e+02
116,1.10246e+02
117,1.10251e+02
118,1.10246e+02
119,1.10256e+02
120,1.10251e+02
121,1.10250e+02
122,1.10245e+02
123,1.10238e+02
124,1.10236e+02
125,1.10233e+02
126,1.10237e+02
127,1.10246e+02
128,1.10242e+02
129,1.10244e+02
130,1.10246e+02
131,1.10243e+02
132,1.10244e+02
133,1.10247e+02
134,1.10246e+02
135,1.10249e+02
136,1.10246e+02
137,1.10250e+02
138,1.10253e+02
139,1.10257e+02
140,1.10254e+02
141,1.10249e+02
142,1.10244e+02
143,1.10240e+02
144,1.10236e+02
145,1.10237e+02
146,1.10240e+02
147,1.10241e+02
148,1.10239e+02
149,1.10235e+02
150,1.10238e+02
151,1.10238e+02
152,1.10244e+02
153,1.10245e+02
154,1.10243e+02
155,1.10246e+02
156,1.10244e+02
157,1.10243e+02
158,1.10244e+02
159,1.10239e+02
160,1.10239e+02
161,1.10235e+02
162,1.10230e+02
163,1.10226e+02
164,1.10228e+02
165,1.10231e+02
166,1.10230e+02
167,1.10234e+02
168,1.10232e+02
169,1.10227e+02
170,1.10219e+02
171,1.10209e+02
172,1.10208e+02
173,1.10210e+02
174,1.10208e+02
175,1.10209e+02
176,1.10209e+02
177,1.10203e+02
178,1.10202e+02
179,1.10199e+02
